seed,beta,buffer_frac,ruined,ruin_epoch,basket_pnl,otc_pnl,net_pnl,min_basket,max_basket
26,1.0,0.4,0.0,0,9.952850543074902,-9.9528505430749,1.7763568394002505e-15,3.296047113189794,4.49528505430749
27,1.0,0.4,0.0,0,10.85569629814622,-10.855696298146222,-1.7763568394002505e-15,3.5,4.585569629814622
28,1.0,0.4,0.0,0,-8.664074412401021,8.66407441240102,-1.7763568394002505e-15,2.633592558759898,3.5
29,1.0,0.4,0.0,0,0.9612794237676852,-0.9612794237676825,2.6645352591003757e-15,3.5,3.9614520000717297
30,1.0,0.4,0.0,0,-4.496595636362237,4.496595636362235,-1.7763568394002505e-15,3.0503404363637765,3.729033925729086
31,1.0,0.4,0.0,0,8.784022158444245,-8.784022158444245,0.0,3.4098614497618804,4.3784022158444245
32,1.0,0.4,0.0,0,-5.550493196365533,5.550493196365531,-1.7763568394002505e-15,2.8423762495077556,3.5752843333110174
33,1.0,0.4,0.0,0,-6.317826543434364,6.317826543434366,1.7763568394002505e-15,2.7248313142806673,3.5
34,1.0,0.4,0.0,0,-5.600778962311427,5.600778962311428,8.881784197001252e-16,2.491202211698359,3.9076791600295335
35,1.0,0.4,0.0,0,-11.642357479587677,11.642357479587675,-1.7763568394002505e-15,2.205343073495293,3.5
36,1.0,0.4,0.0,0,-10.031777386917884,10.031777386917886,1.7763568394002505e-15,2.4968222613082114,3.5
37,1.0,0.4,0.0,0,0.6728033962797753,-0.6728033962797708,4.440892098500626e-15,3.4177041455619928,3.758960148964407
38,1.0,0.4,0.0,0,15.495473874679071,-15.495473874679071,0.0,2.6520198633468732,5.049547387467907
39,1.0,0.4,0.0,0,1.3520607232304442,-1.352060723230446,-1.7763568394002505e-15,3.1787516423927653,3.8656814072120405
40,1.0,0.4,0.0,0,-0.010337828443809371,0.010337828443809371,0.0,3.220024425407634,3.568038118807115
41,1.0,0.4,0.0,0,9.679424809061231,-9.679424809061228,3.552713678800501e-15,3.5,4.838433897621804
42,1.0,0.4,0.0,0,2.3448214572171437,-2.344821457217141,2.6645352591003757e-15,3.1685086360403045,3.8066137685164056
43,1.0,0.4,0.0,0,-2.654780827727251,2.6547808277272544,3.552713678800501e-15,2.6868733733716312,3.5
44,1.0,0.4,0.0,0,-7.171492299861349,7.171492299861351,1.7763568394002505e-15,2.782850770013865,3.5457208573444676
45,1.0,0.4,0.0,0,6.836266744723986,-6.836266744723991,-5.329070518200751e-15,3.5,4.219508005604749
46,1.0,0.4,0.0,0,-3.389551650082744,3.389551650082745,8.881784197001252e-16,3.033082335053586,3.5792668467401496
47,1.0,0.4,0.0,0,-0.21849240972270678,0.2184924097227059,-8.881784197001252e-16,2.786916590680466,3.589829704743139
48,1.0,0.4,0.0,0,2.048322034136163,-2.048322034136163,0.0,3.407872389286659,3.87383472746764
49,1.0,0.4,0.0,0,5.897373154176236,-5.897373154176231,5.329070518200751e-15,3.5,4.746217236127544
50,1.0,0.4,0.0,0,-4.1326606041986125,4.1326606041986125,0.0,2.4206412871296226,3.5
51,1.0,0.4,0.0,0,11.74231322877737,-11.742313228777368,1.7763568394002505e-15,3.3766746250459345,4.674231322877737
52,1.0,0.4,0.0,0,6.932797459575571,-6.932797459575575,-3.552713678800501e-15,3.5,4.1932797459575575
53,1.0,0.4,0.0,0,9.985677225946944,-9.985677225946947,-3.552713678800501e-15,3.5,4.802562776696264
54,1.0,0.4,0.0,0,9.163529807993768,-9.163529807993767,1.7763568394002505e-15,3.4400050156872664,4.416352980799377
55,1.0,0.4,0.0,0,4.204361481706702,-4.2043614817067,1.7763568394002505e-15,3.0290049307814053,4.355799108579073
56,1.0,0.4,0.0,0,1.381626539300246,-1.381626539300247,-8.881784197001252e-16,3.410785634114513,4.443553413630401
57,1.0,0.4,0.0,0,-1.3739294689227108,1.37392946892271,-8.881784197001252e-16,3.0384260318336236,3.5
58,1.0,0.4,0.0,0,-3.0533819718045017,3.053381971804505,3.552713678800501e-15,3.1946618028195495,4.143516016604483
59,1.0,0.4,0.0,0,-4.275137428590664,4.275137428590665,8.881784197001252e-16,3.0724862571409335,3.923557659213421
60,1.0,0.4,0.0,0,-17.668328306363673,17.668328306363673,0.0,1.7331671693636328,3.5
61,1.0,0.4,0.0,0,-5.977037723852874,5.977037723852869,-4.440892098500626e-15,2.902296227614713,3.755850382576742
62,1.0,0.4,0.0,0,6.665532712523095,-6.66553271252309,5.329070518200751e-15,3.4705421469115234,4.166553271252309
63,1.0,0.4,0.0,0,-3.376506562179273,3.376506562179271,-1.7763568394002505e-15,3.162349343782073,3.8351302517114725
64,1.0,0.4,0.0,0,-7.745765559932838,7.745765559932836,-2.6645352591003757e-15,2.5511387394087595,3.5
65,1.0,0.4,0.0,0,6.009154698717225,-6.009154698717225,0.0,3.5,4.255863318306659
66,1.0,0.4,0.0,0,1.8585931508294884,-1.858593150829484,4.440892098500626e-15,3.1184031938449577,4.369442939088055
67,1.0,0.4,0.0,0,-2.022142785835591,2.0221427858355945,3.552713678800501e-15,2.9304272233055295,3.5969884470188545
68,1.0,0.4,0.0,0,-2.431879819543461,2.431879819543461,0.0,2.769268707954388,3.5
69,1.0,0.4,0.0,0,10.689524918214715,-10.689524918214719,-3.552713678800501e-15,3.5,4.958170858914164
70,1.0,0.4,0.0,0,-0.667323331852284,0.6673233318522831,-8.881784197001252e-16,3.327068486135788,3.896333246665612
71,1.0,0.4,0.0,0,-0.8718194492488287,0.8718194492488296,8.881784197001252e-16,3.402709583384689,3.748412077984006
72,1.0,0.4,0.0,0,3.7670144176473954,-3.767014417647392,3.552713678800501e-15,3.468610839733662,3.946344960048494
73,1.0,0.4,0.0,0,5.576036214842883,-5.576036214842883,0.0,3.5,4.767446421064265
74,1.0,0.4,0.0,0,-2.2777399749099665,2.277739974909969,2.6645352591003757e-15,3.12281440525627,3.5
75,1.0,0.4,0.0,0,6.1145159419879285,-6.11451594198793,-1.7763568394002505e-15,3.4718048540547573,4.111451594198793
76,1.0,0.4,0.0,0,0.38111274973094567,-0.38111274973094744,-1.7763568394002505e-15,3.3284333839611073,4.212097416809622
77,1.0,0.4,0.0,0,8.169245626362041,-8.169245626362036,5.329070518200751e-15,3.068123666352127,4.316924562636204
78,1.0,0.4,0.0,0,-10.92454665462872,10.92454665462872,0.0,2.407545334537128,3.5
79,1.0,0.4,0.0,0,-2.5059801008517297,2.5059801008517324,2.6645352591003757e-15,2.877623064782571,3.5
80,1.0,0.4,0.0,0,-5.70352498546557,5.703524985465567,-3.552713678800501e-15,2.9296475014534433,3.7006015605614424
81,1.0,0.4,0.0,0,-0.5732324030072569,0.5732324030072533,-3.552713678800501e-15,3.3585868082355455,4.210133737462312
82,1.0,0.4,0.0,0,-3.178551550910239,3.178551550910238,-8.881784197001252e-16,3.1621794955955096,3.7556945033493956
83,1.0,0.4,0.0,0,-11.488683685272942,11.488683685272942,0.0,2.3511316314727058,3.5463788158083513
84,1.0,0.4,0.0,0,8.797386020672548,-8.797386020672553,-5.329070518200751e-15,3.5,4.6294056745889804
85,1.0,0.4,0.0,0,-0.46851560669817616,0.4685156066981744,-1.7763568394002505e-15,3.0171149325593043,3.5
86,1.0,0.4,0.0,0,10.429582564074316,-10.429582564074309,7.105427357601002e-15,3.240853428456446,4.542958256407431
87,1.0,0.4,0.0,0,-2.700786318439132,2.70078631843913,-1.7763568394002505e-15,2.7898506561853784,3.5
88,1.0,0.4,0.0,0,3.115518121648414,-3.115518121648413,8.881784197001252e-16,3.3133046464973948,4.272363834872235
89,1.0,0.4,0.0,0,-7.3146137406294045,7.314613740629405,8.881784197001252e-16,2.7685386259370595,3.5
90,1.0,0.4,0.0,0,23.56390606170215,-23.56390606170215,0.0,3.5,5.856390606170215
91,1.0,0.4,0.0,0,-9.978015967147265,9.978015967147265,0.0,2.5021984032852735,3.5
92,1.0,0.4,0.0,0,-1.1923395629912044,1.1923395629912026,-1.7763568394002505e-15,2.9591487436502564,3.6081409088438217
93,1.0,0.4,0.0,0,2.6540803125147576,-2.6540803125147594,-1.7763568394002505e-15,3.5,4.0492414612482195
94,1.0,0.4,0.0,0,-1.0329136643764514,1.032913664376447,-4.440892098500626e-15,2.975717351435244,3.5
95,1.0,0.4,0.0,0,-8.470346681102756,8.470346681102757,1.7763568394002505e-15,2.4891047924907608,3.6850585195693952
96,1.0,0.4,0.0,0,-4.620931860596492,4.620931860596493,8.881784197001252e-16,2.4855280612335062,3.5
97,1.0,0.4,0.0,0,7.501006116918184,-7.501006116918187,-3.552713678800501e-15,3.309488779613591,4.936887818748696
98,1.0,0.4,0.0,0,-9.845899800678929,9.845899800678929,0.0,2.515410019932107,3.5
99,1.0,0.4,0.0,0,-2.7715996750118386,2.7715996750118377,-8.881784197001252e-16,3.2228400324988162,3.8152665341857865
100,1.0,0.4,0.0,0,-1.958718657344452,1.9587186573444493,-2.6645352591003757e-15,3.289166082374588,3.860022933365032
101,1.0,0.4,0.0,0,6.915908987436097,-6.915908987436099,-1.7763568394002505e-15,3.5,4.702641144962653
102,1.0,0.4,0.0,0,4.629320180657203,-4.629320180657204,-8.881784197001252e-16,3.5,3.997447509874264
103,1.0,0.4,0.0,0,-13.551112729641911,13.551112729641911,0.0,2.144888727035809,3.5
104,1.0,0.4,0.0,0,-8.451816089268124,8.451816089268128,3.552713678800501e-15,2.5291729777271676,3.82750690305334
105,1.0,0.4,0.0,0,-7.034527616554492,7.034527616554493,1.7763568394002505e-15,2.7965472383445507,3.7903570917701064
106,1.0,0.4,0.0,0,-10.826069044117395,10.826069044117395,0.0,2.316964875085244,3.5
107,1.0,0.4,0.0,0,-5.187343371321379,5.18734337132138,8.881784197001252e-16,2.913641267077968,4.192378942781568
108,1.0,0.4,0.0,0,0.869737015852305,-0.8697370158523077,-2.6645352591003757e-15,3.5,4.071943444882125
109,1.0,0.4,0.0,0,6.71499918438316,-6.714999184383155,5.329070518200751e-15,3.5,4.8721695742521485
110,1.0,0.4,0.0,0,-2.9081386971762555,2.908138697176259,3.552713678800501e-15,3.209186130282374,3.595680210180348
111,1.0,0.4,0.0,0,-8.52450353526635,8.524503535266348,-1.7763568394002505e-15,2.433713406966448,3.5
112,1.0,0.4,0.0,0,-2.039046045164419,2.039046045164419,0.0,2.906344974672053,3.5
113,1.0,0.4,0.0,0,-4.9726595372104185,4.972659537210422,3.552713678800501e-15,2.7150697834815136,3.535192846436266
114,1.0,0.4,0.0,0,14.75511130907686,-14.755111309076865,-5.329070518200751e-15,3.5,5.26068121589366
115,1.0,0.4,0.0,0,1.9093806638395812,-1.9093806638395794,1.7763568394002505e-15,3.5,3.815881348344914
116,1.0,0.4,0.0,0,12.126863025149461,-12.12686302514947,-8.881784197001252e-15,3.5,4.999718549946798
117,1.0,0.4,0.0,0,5.022227030743533,-5.022227030743531,1.7763568394002505e-15,3.5,4.30264630705557
118,1.0,0.4,0.0,0,6.08270866793913,-6.082708667939132,-1.7763568394002505e-15,3.4135763581623353,4.611458657173508
119,1.0,0.4,0.0,0,14.071586963880613,-14.071586963880609,3.552713678800501e-15,3.5,5.068320754077078
120,1.0,0.4,0.0,0,19.265469321235308,-19.265469321235305,3.552713678800501e-15,3.5,5.4265469321235305
121,1.0,0.4,0.0,0,-5.130954670674502,5.1309546706745035,1.7763568394002505e-15,2.8934384954081755,3.667341710532358
122,1.0,0.4,0.0,0,-3.2936335506469305,3.2936335506469305,0.0,3.170636644935307,3.796970068113349
123,1.0,0.4,0.0,0,8.500391431933856,-8.500391431933858,-1.7763568394002505e-15,3.5,4.380850786260969
124,1.0,0.4,0.0,0,-3.673427036685119,3.6734270366851174,-1.7763568394002505e-15,2.6707847510943497,3.7694182655718147
125,1.0,0.4,0.0,0,17.833988336804282,-17.83398833680428,3.552713678800501e-15,3.5,5.283398833680428
126,1.0,0.4,0.0,0,6.685576863243188,-6.68557686324319,-1.7763568394002505e-15,3.0218402370926696,4.461816353370051
127,1.0,0.4,0.0,0,-10.418093623985346,10.418093623985346,0.0,2.4320146787242978,3.5
128,1.0,0.4,0.0,0,-0.44684232492438625,0.44684232492437914,-7.105427357601002e-15,3.334362555051675,4.060953318859925
129,1.0,0.4,0.0,0,10.5163986476988,-10.516398647698804,-3.552713678800501e-15,3.5,4.887705299454945
130,1.0,0.4,0.0,0,7.961069732410348,-7.961069732410344,3.552713678800501e-15,3.0840673581306537,4.296106973241034
131,1.0,0.4,0.0,0,-7.486167401184545,7.486167401184547,1.7763568394002505e-15,2.721327743202346,3.5
132,1.0,0.4,0.0,0,-5.684636405317669,5.684636405317671,2.6645352591003757e-15,2.7890742921228755,3.903864929820039
133,1.0,0.4,0.0,0,2.0978312380084674,-2.0978312380084674,0.0,3.1190427757048282,4.069806633082111
134,1.0,0.4,0.0,0,-12.97218287786268,12.972182877862682,1.7763568394002505e-15,2.202781712213732,3.5
135,1.0,0.4,0.0,0,2.8843278969311896,-2.8843278969311914,-1.7763568394002505e-15,2.7668898899532515,3.788432789693119
136,1.0,0.4,0.0,0,5.970326529359269,-5.970326529359271,-1.7763568394002505e-15,3.4556279072973504,4.700276641760459
137,1.0,0.4,0.0,0,11.168884213074648,-11.168884213074648,0.0,3.5,4.616888421307465
138,1.0,0.4,0.0,0,-5.790084669742775,5.790084669742774,-8.881784197001252e-16,2.6376270485650943,3.5
139,1.0,0.4,0.0,0,-1.2621772142400687,1.2621772142400678,-8.881784197001252e-16,3.373782278575993,3.5446562621550814
140,1.0,0.4,0.0,0,3.8441328906906165,-3.844132890690619,-2.6645352591003757e-15,3.4831388893063058,3.884413289069062
141,1.0,0.4,0.0,0,-5.698947053602939,5.6989470536029385,-8.881784197001252e-16,2.8962372153824067,3.5
142,1.0,0.4,0.0,0,20.85751739433038,-20.857517394330376,3.552713678800501e-15,3.5,5.585751739433038
143,1.0,0.4,0.0,0,1.75067729332698,-1.750677293326981,-8.881784197001252e-16,3.1838777831548164,3.675067729332698
144,1.0,0.4,0.0,0,-4.161961617567254,4.161961617567256,1.7763568394002505e-15,2.5462292885658804,3.5
145,1.0,0.4,0.0,0,-12.46923400186616,12.46923400186616,0.0,2.253076599813384,3.5
146,1.0,0.4,0.0,0,-5.921361768728378,5.921361768728377,-8.881784197001252e-16,2.9078638231271623,3.818416173600846
147,1.0,0.4,0.0,0,-4.299956328566182,4.299956328566186,3.552713678800501e-15,2.560360893045826,3.5111774780626233
148,1.0,0.4,0.0,0,7.773316749658353,-7.773316749658354,-1.7763568394002505e-15,2.9841566204619547,4.3198765941666375
149,1.0,0.4,0.0,0,-0.34766362082512003,0.3476636208251227,2.6645352591003757e-15,3.0978468462193223,3.821521763435938
150,1.0,0.4,0.0,0,-4.404036728608254,4.404036728608256,1.7763568394002505e-15,2.8189694275494985,3.5
151,1.0,0.4,0.0,0,-3.2135700448824345,3.2135700448824345,0.0,3.0468571744357713,3.5
152,1.0,0.4,0.0,0,-0.7104635114421214,0.7104635114421232,1.7763568394002505e-15,2.6643372800987373,3.5
153,1.0,0.4,0.0,0,-5.127308324426288,5.127308324426294,6.217248937900877e-15,2.8950142094234255,3.562789231946865
154,1.0,0.4,0.0,0,-1.4858024926728461,1.4858024926728453,-8.881784197001252e-16,3.228502280951337,3.657907953058451
155,1.0,0.4,0.0,0,-8.4165982587215,8.416598258721496,-3.552713678800501e-15,2.1339201248549595,3.5
156,1.0,0.4,0.0,0,12.479440794141844,-12.47944079414185,-5.329070518200751e-15,3.219348417030662,4.747944079414185
157,1.0,0.4,0.0,0,25.02359349985005,-25.023593499850048,3.552713678800501e-15,3.472084576163001,6.002359349985005
158,1.0,0.4,0.0,0,9.692516401918425,-9.692516401918425,0.0,3.5,4.4692516401918425
159,1.0,0.4,0.0,0,0.9878914816170195,-0.9878914816170203,-8.881784197001252e-16,3.5,4.053761812947639
160,1.0,0.4,0.0,0,12.972894209169503,-12.972894209169503,0.0,3.5,4.79728942091695
161,1.0,0.4,0.0,0,16.87727205971212,-16.877272059712112,7.105427357601002e-15,3.5,5.187727205971211
162,1.0,0.4,0.0,0,-2.795038567781244,2.795038567781245,8.881784197001252e-16,2.954968722357992,3.5
163,1.0,0.4,0.0,0,-5.150054249689873,5.1500542496898705,-2.6645352591003757e-15,2.85737005438046,3.5
164,1.0,0.4,0.0,0,-7.865272364355953,7.865272364355951,-1.7763568394002505e-15,2.6515925703538716,3.6935341697975344
165,1.0,0.4,0.0,0,16.038088258423713,-16.038088258423713,0.0,3.2365125185778436,5.103808825842371
166,1.0,0.4,0.0,0,-6.317196312972612,6.317196312972606,-6.217248937900877e-15,2.8682803687027394,3.8383993699682413
167,1.0,0.4,0.0,0,13.818974430400125,-13.81897443040013,-5.329070518200751e-15,3.5,5.525219787132793
168,1.0,0.4,0.0,0,-9.364804652448635,9.364804652448635,0.0,2.5635195347551365,3.5
169,1.0,0.4,0.0,0,-0.7137282288739044,0.7137282288739,-4.440892098500626e-15,3.3261020221649393,3.825666479314005
170,1.0,0.4,0.0,0,-2.763966557279609,2.7639665572796135,4.440892098500626e-15,3.2236033442720387,3.7693630498883532
171,1.0,0.4,0.0,0,9.742627152157084,-9.742627152157084,0.0,3.5,4.832672789827349
172,1.0,0.4,0.0,0,1.8401504724513202,-1.8401504724513185,1.7763568394002505e-15,3.05877476852531,3.684015047245132
173,1.0,0.4,0.0,0,-5.045805927953168,5.045805927953166,-1.7763568394002505e-15,2.9954194072046834,3.5545441802053026
174,1.0,0.4,0.0,0,0.6775937671758747,-0.6775937671758747,0.0,2.9168582904331424,3.725867049040653
175,1.0,0.4,0.0,0,4.314107072465887,-4.314107072465889,-1.7763568394002505e-15,3.5,4.374779988552053
176,1.0,0.4,0.0,0,9.880803792288575,-9.880803792288573,1.7763568394002505e-15,3.5,4.488080379228857
177,1.0,0.4,0.0,0,-7.579579682138334,7.579579682138338,3.552713678800501e-15,2.7307117374362644,3.5
178,1.0,0.4,0.0,0,-3.615477469086507,3.6154774690865032,-3.552713678800501e-15,3.0060127444587597,3.742559757428248
179,1.0,0.4,0.0,0,1.5866711917039886,-1.5866711917039877,8.881784197001252e-16,2.8043414387476817,3.6586671191703988
180,1.0,0.4,0.0,0,4.667071145355386,-4.667071145355388,-1.7763568394002505e-15,3.5,3.966707114535539
181,1.0,0.4,0.0,0,-5.761545428894969,5.761545428894972,2.6645352591003757e-15,2.923845457110503,3.5
182,1.0,0.4,0.0,0,9.138737912190543,-9.138737912190544,-1.7763568394002505e-15,3.5,4.712927925926512
183,1.0,0.4,0.0,0,-10.154244610512535,10.154244610512535,0.0,2.4845755389487465,3.5
184,1.0,0.4,0.0,0,-0.7824661552870502,0.7824661552870493,-8.881784197001252e-16,3.421753384471295,4.020330216696245
185,1.0,0.4,0.0,0,2.753310195383836,-2.7533101953838335,2.6645352591003757e-15,3.211906001909097,3.7753310195383833
186,1.0,0.4,0.0,0,7.1203571661577385,-7.12035716615774,-1.7763568394002505e-15,3.458894411128119,4.212035716615774
187,1.0,0.4,0.0,0,3.115518121648421,-3.1155181216484173,3.552713678800501e-15,3.2759269235074466,3.8115518121648417
188,1.0,0.4,0.0,0,7.7256202040839455,-7.725620204083947,-1.7763568394002505e-15,3.4795436568169817,4.947421264260086
189,1.0,0.4,0.0,0,3.253302538718451,-3.25330253871845,8.881784197001252e-16,3.199579247970716,4.419880139096179
190,1.0,0.4,0.0,0,7.818557567685698,-7.818557567685698,0.0,3.380237840273518,4.28185575676857
191,1.0,0.4,0.0,0,0.3407101502235612,-0.34071015022356654,-5.329070518200751e-15,3.3767158444701875,3.9162365644407973
192,1.0,0.4,0.0,0,5.06377555130468,-5.063775551304683,-3.552713678800501e-15,3.1321449162688557,4.006377555130468
193,1.0,0.4,0.0,0,-4.6471758651459005,4.6471758651459005,0.0,2.8550549603850137,3.662009322294036
194,1.0,0.4,0.0,0,1.8572433735495224,-1.8572433735495197,2.6645352591003757e-15,3.2031276227530774,3.7944772711640455
195,1.0,0.4,0.0,0,2.520835849671805,-2.520835849671812,-7.105427357601002e-15,3.5,4.707638057888066
196,1.0,0.4,0.0,0,3.0302817089527565,-3.03028170895276,-3.552713678800501e-15,3.5,3.987339819398622
197,1.0,0.4,0.0,0,11.196282571070547,-11.196282571070544,3.552713678800501e-15,3.1925098749431324,5.442109585177461
198,1.0,0.4,0.0,0,-6.4498686140281904,6.449868614028196,5.329070518200751e-15,2.417381291939854,3.5
199,1.0,0.4,0.0,0,0.2976821309501645,-0.2976821309501654,-8.881784197001252e-16,3.0207559333481373,3.5864132807283773
0,1.0,0.8,0.0,0,-17.48896993786163,17.488969937861633,3.552713678800501e-15,1.7511030062138369,3.5
1,1.0,0.8,0.0,0,0.9288972540898968,-0.9288972540899021,-5.329070518200751e-15,3.5,3.8752252448061375
2,1.0,0.8,0.0,0,5.678397703422405,-5.6783977034224,5.329070518200751e-15,3.092526995009131,4.06783977034224
3,1.0,0.8,0.0,0,12.342162543424337,-12.342162543424342,-5.329070518200751e-15,3.5,5.057134800038236
4,1.0,0.8,0.0,0,12.250941194806387,-12.25094119480639,-3.552713678800501e-15,3.5,4.725094119480639
5,1.0,0.8,0.0,0,-3.8893498247756924,3.889349824775694,1.7763568394002505e-15,3.1110650175224306,3.9536354672598906
6,1.0,0.8,0.0,0,-0.6002857794768204,0.6002857794768213,8.881784197001252e-16,3.1479755085654326,3.6435759571492836
7,1.0,0.8,0.0,0,-1.7609786926535307,1.7609786926535298,-8.881784197001252e-16,2.697455353460853,3.5
8,1.0,0.8,0.0,0,3.9695161033094593,-3.969516103309463,-3.552713678800501e-15,3.0867188676738704,3.8969516103309463
9,1.0,0.8,0.0,0,-2.0843201406211733,2.0843201406211787,5.329070518200751e-15,3.291567985937882,4.163096141567564
10,1.0,0.8,0.0,0,1.8826274589418333,-1.8826274589418324,8.881784197001252e-16,3.2257683554424497,3.9791710367157567
11,1.0,0.8,0.0,0,5.8345178304832785,-5.834517830483277,1.7763568394002505e-15,3.1157701081098357,4.083451783048328
12,1.0,0.8,0.0,0,-8.11886547902796,8.11886547902796,0.0,2.6082473851607233,3.5
13,1.0,0.8,0.0,0,-2.8984219168746677,2.898421916874674,6.217248937900877e-15,3.2101578083125326,4.0115551501152265
14,1.0,0.8,0.0,0,-1.6754992166447593,1.6754992166447558,-3.552713678800501e-15,2.9616928551181525,3.5
15,1.0,0.8,0.0,0,-9.261832302409477,9.261832302409477,0.0,2.5738167697590524,3.590767600137735
16,1.0,0.8,0.0,0,9.55339660382755,-9.553396603827542,8.881784197001252e-15,3.5,4.455339660382754
17,1.0,0.8,0.0,0,6.9958053710060994,-6.995805371006103,-3.552713678800501e-15,3.5,4.229925392577549
18,1.0,0.8,0.0,0,-7.945114668459233,7.945114668459232,-8.881784197001252e-16,2.6056188127031024,3.5
19,1.0,0.8,0.0,0,-1.2714011390171152,1.2714011390171143,-8.881784197001252e-16,3.3728598860982886,4.437829085858944
20,1.0,0.8,0.0,0,-11.980162083780524,11.98016208378052,-3.552713678800501e-15,2.301983791621948,3.6025867483801166
21,1.0,0.8,0.0,0,0.334670994134612,-0.3346709941346093,2.6645352591003757e-15,3.2467930445395474,4.093073568693812
22,1.0,0.8,0.0,0,0.24240048572480077,-0.24240048572480077,0.0,2.9045716237144137,3.568055540910777
23,1.0,0.8,0.0,0,4.9741823180147975,-4.974182318014804,-6.217248937900877e-15,3.5,4.831292560410493
24,1.0,0.8,0.0,0,-7.248430492360367,7.248430492360365,-1.7763568394002505e-15,2.7751569507639635,3.5
25,1.0,0.8,0.0,0,6.829832462204884,-6.829832462204886,-1.7763568394002505e-15,3.201775024924005,4.182983246220489
26,1.0,0.8,0.0,0,9.952850543074902,-9.9528505430749,1.7763568394002505e-15,3.296047113189794,4.49528505430749
27,1.0,0.8,0.0,0,10.855696298146228,-10.855696298146222,5.329070518200751e-15,3.5,4.585569629814622
28,1.0,0.8,0.0,0,-8.664074412401018,8.66407441240102,1.7763568394002505e-15,2.633592558759898,3.5
29,1.0,0.8,0.0,0,0.9612794237676852,-0.9612794237676825,2.6645352591003757e-15,3.5,3.9614520000717297
30,1.0,0.8,0.0,0,-4.496595636362237,4.496595636362235,-1.7763568394002505e-15,3.0503404363637765,3.729033925729086
31,1.0,0.8,0.0,0,8.784022158444245,-8.784022158444245,0.0,3.4098614497618804,4.3784022158444245
32,1.0,0.8,0.0,0,-5.550493196365522,5.550493196365531,8.881784197001252e-15,2.8423762495077556,3.5752843333110174
33,1.0,0.8,0.0,0,-6.317826543434364,6.317826543434366,1.7763568394002505e-15,2.7248313142806673,3.5
34,1.0,0.8,0.0,0,-5.6007789623114235,5.600778962311428,4.440892098500626e-15,2.491202211698359,3.9076791600295335
35,1.0,0.8,0.0,0,-11.642357479587677,11.642357479587675,-1.7763568394002505e-15,2.205343073495293,3.5
36,1.0,0.8,0.0,0,-10.03177738691788,10.031777386917886,5.329070518200751e-15,2.4968222613082114,3.5
37,1.0,0.8,0.0,0,0.6728033962797682,-0.6728033962797708,-2.6645352591003757e-15,3.4177041455619928,3.758960148964407
38,1.0,0.8,0.0,0,15.495473874679071,-15.495473874679071,0.0,2.6520198633468732,5.049547387467907
39,1.0,0.8,0.0,0,1.3520607232304513,-1.352060723230446,5.329070518200751e-15,3.1787516423927653,3.8656814072120405
40,1.0,0.8,0.0,0,-0.010337828443809371,0.010337828443809371,0.0,3.220024425407634,3.568038118807115
41,1.0,0.8,0.0,0,9.679424809061224,-9.679424809061228,-3.552713678800501e-15,3.5,4.838433897621804
42,1.0,0.8,0.0,0,2.3448214572171437,-2.344821457217141,2.6645352591003757e-15,3.1685086360403045,3.8066137685164056
43,1.0,0.8,0.0,0,-2.654780827727251,2.6547808277272544,3.552713678800501e-15,2.6868733733716312,3.5
44,1.0,0.8,0.0,0,-7.171492299861356,7.171492299861351,-5.329070518200751e-15,2.782850770013865,3.5457208573444676
45,1.0,0.8,0.0,0,6.836266744724,-6.836266744723991,8.881784197001252e-15,3.5,4.219508005604749
46,1.0,0.8,0.0,0,-3.389551650082751,3.389551650082745,-6.217248937900877e-15,3.033082335053586,3.5792668467401496
47,1.0,0.8,0.0,0,-0.21849240972270678,0.2184924097227059,-8.881784197001252e-16,2.786916590680466,3.589829704743139
48,1.0,0.8,0.0,0,2.048322034136163,-2.048322034136163,0.0,3.407872389286659,3.87383472746764
49,1.0,0.8,0.0,0,5.897373154176229,-5.897373154176231,-1.7763568394002505e-15,3.5,4.746217236127544
50,1.0,0.8,0.0,0,-4.1326606041986125,4.1326606041986125,0.0,2.4206412871296226,3.5
51,1.0,0.8,0.0,0,11.74231322877737,-11.742313228777368,1.7763568394002505e-15,3.3766746250459345,4.674231322877737
52,1.0,0.8,0.0,0,6.932797459575568,-6.932797459575575,-7.105427357601002e-15,3.5,4.1932797459575575
53,1.0,0.8,0.0,0,9.98567722594695,-9.985677225946947,3.552713678800501e-15,3.5,4.802562776696264
54,1.0,0.8,0.0,0,9.163529807993761,-9.163529807993767,-5.329070518200751e-15,3.4400050156872664,4.416352980799377
55,1.0,0.8,0.0,0,4.204361481706698,-4.2043614817067,-1.7763568394002505e-15,3.0290049307814053,4.355799108579073
56,1.0,0.8,0.0,0,1.3816265393002567,-1.381626539300247,9.769962616701378e-15,3.410785634114513,4.443553413630401
57,1.0,0.8,0.0,0,-1.3739294689227108,1.37392946892271,-8.881784197001252e-16,3.0384260318336236,3.5
58,1.0,0.8,0.0,0,-3.053381971804505,3.053381971804505,0.0,3.1946618028195495,4.143516016604483
59,1.0,0.8,0.0,0,-4.275137428590668,4.275137428590665,-2.6645352591003757e-15,3.0724862571409335,3.923557659213421
60,1.0,0.8,0.0,0,-17.66832830636367,17.668328306363673,3.552713678800501e-15,1.7331671693636328,3.5
61,1.0,0.8,0.0,0,-5.977037723852874,5.977037723852869,-4.440892098500626e-15,2.902296227614713,3.755850382576742
