seed,hedge_ratio,spot,unhedged_cost,net_cost,long_pnl
68,0.0,3.465174418122088,346.5174418122088,346.5174418122088,0.0
69,0.0,2.9825032613817397,298.250326138174,298.250326138174,0.0
70,0.0,4.23237359180038,423.237359180038,423.237359180038,0.0
71,0.0,2.209492759274241,220.94927592742408,220.94927592742408,0.0
72,0.0,3.1354194735378487,313.54194735378485,313.54194735378485,0.0
73,0.0,2.6986805503124818,269.86805503124816,269.86805503124816,0.0
74,0.0,3.8296099929682366,382.9609992968237,382.9609992968237,0.0
75,0.0,1.999231723470852,199.9231723470852,199.9231723470852,0.0
76,0.0,2.837044860895655,283.7044860895655,283.7044860895655,0.0
77,0.0,4.025958296000295,402.59582960002945,402.59582960002945,0.0
78,0.0,5.713106769843826,571.3106769843826,571.3106769843826,0.0
79,0.0,2.9825032613817397,298.250326138174,298.250326138174,0.0
80,0.0,4.23237359180038,423.237359180038,423.237359180038,0.0
81,0.0,3.642837709673359,364.2837709673359,364.2837709673359,0.0
82,0.0,5.1694327785892495,516.943277858925,516.943277858925,0.0
83,0.0,2.6986805503124818,269.86805503124816,269.86805503124816,0.0
84,0.0,3.8296099929682357,382.96099929682356,382.96099929682356,0.0
85,0.0,1.999231723470852,199.9231723470852,199.9231723470852,0.0
86,0.0,4.677496208089153,467.74962080891527,467.74962080891527,0.0
87,0.0,2.4418671412486086,244.18671412486086,244.18671412486086,0.0
88,0.0,2.1017345258429305,210.17345258429305,210.17345258429305,0.0
89,0.0,2.9825032613817397,298.250326138174,298.250326138174,0.0
90,0.0,4.23237359180038,423.237359180038,423.237359180038,0.0
91,0.0,3.642837709673359,364.2837709673359,364.2837709673359,0.0
92,0.0,3.1354194735378487,313.54194735378485,313.54194735378485,0.0
93,0.0,2.6986805503124818,269.86805503124816,269.86805503124816,0.0
94,0.0,3.8296099929682366,382.9609992968237,382.9609992968237,0.0
95,0.0,3.2961758675448705,329.61758675448704,329.61758675448704,0.0
96,0.0,2.837044860895655,283.7044860895655,283.7044860895655,0.0
97,0.0,2.4418671412486086,244.18671412486086,244.18671412486086,0.0
98,0.0,3.465174418122088,346.5174418122088,346.5174418122088,0.0
99,0.0,2.9825032613817397,298.250326138174,298.250326138174,0.0
0,0.25,2.5670643467850125,256.70643467850124,282.4723141962434,-25.765879517742178
1,0.25,3.642837709673359,364.2837709673359,363.1553164128691,1.1284545544667708
2,0.25,3.1354194735378487,313.54194735378485,325.09894870270625,-11.557001348921403
3,0.25,4.449372026124917,444.93720261249166,423.6453901467363,21.291812465755356
4,0.25,2.322775875477118,232.2775875477118,264.150678848151,-31.873091300439228
5,0.25,5.4344752647896755,543.4475264789676,497.52813304659367,45.91939343237391
6,0.25,4.677496208089153,467.74962080891527,440.75470379405414,26.99491701486113
7,0.25,6.637683077567331,663.7683077567331,587.7687190049178,75.99958875181528
8,0.25,3.465174418122088,346.5174418122088,349.83056954652426,-3.313127734315458
9,0.25,2.9825032613817397,298.250326138174,313.6302327909985,-15.379906652824502
10,0.25,4.23237359180038,423.237359180038,407.37050757239575,15.866851607642275
11,0.25,3.642837709673359,364.2837709673359,363.1553164128691,1.1284545544667708
12,0.25,3.1354194735378482,313.54194735378485,325.09894870270625,-11.557001348921403
13,0.25,2.6986805503124818,269.86805503124816,292.34352946080327,-22.475474429555106
14,0.25,3.8296099929682366,382.9609992968237,377.16323765998567,5.797761636838004
15,0.25,3.2961758675448705,329.61758675448704,337.15567825323245,-7.538091498745416
16,0.25,2.837044860895655,283.7044860895655,302.72085275454145,-19.016366664975976
17,0.25,4.0259582960002955,402.59582960002956,391.88936038738996,10.706469212639604
18,0.25,3.465174418122088,346.5174418122088,349.83056954652426,-3.313127734315458
19,0.25,4.917316566972579,491.73165669725785,458.7412307103106,32.99042598694723
20,0.25,4.23237359180038,423.237359180038,407.37050757239575,15.866851607642275
21,0.25,3.642837709673359,364.2837709673359,363.1553164128691,1.1284545544667708
22,0.25,3.1354194735378487,313.54194735378485,325.09894870270625,-11.557001348921403
23,0.25,4.449372026124917,444.93720261249166,423.6453901467363,21.291812465755356
24,0.25,3.8296099929682366,382.9609992968237,377.16323765998567,5.797761636838004
25,0.25,3.2961758675448705,329.61758675448704,337.15567825323245,-7.538091498745416
26,0.25,2.837044860895655,283.7044860895655,302.72085275454145,-19.016366664975976
27,0.25,4.0259582960002955,402.59582960002956,391.88936038738996,10.706469212639604
28,0.25,3.465174418122088,346.5174418122088,349.83056954652426,-3.313127734315458
29,0.25,4.917316566972579,491.73165669725785,458.7412307103106,32.99042598694723
30,0.25,4.23237359180038,423.237359180038,407.37050757239575,15.866851607642275
