seed,beta,reluctance,r_i,volume_share,willing_clear_frac,risk_hedged_frac,net_imbalance,gross_intermediated,clearing_spread_pct,residual_risk,dealer_pnl,spot_I,spot_S
68,0.95,0.5,0.9025,0.6705634726483765,1.0,0.6343671442447335,-2.304898948102946,13.057610811631461,0.5418566906508084,0.7135123959549328,0.27389476044213446,3.465174418122088,3.480193575530034
69,0.95,0.5,0.9025,0.7586963754396153,1.0,0.7603879608192666,3.0163034160995505,16.263712065529973,0.7450317072533365,0.9337371944742257,0.5717763778961635,2.9825032613817397,2.9682265564781134
70,0.95,0.5,0.9025,0.6771263176633344,1.0,0.654518177558096,4.159948276877675,14.323439459452564,1.6090625455344347,1.2877678062747822,1.6648380260863747,4.23237359180038,3.9997563657556454
71,0.95,0.5,0.9025,0.746749883779965,1.0,0.7460862075462755,4.054505679584785,14.436166229945632,1.5165905060000646,1.255126635479818,0.6078051349066701,2.209492759274241,2.3232651765311356
72,0.95,0.5,0.9025,0.814987561026404,1.0,0.816359676487511,6.414971547707552,17.239893307328728,3.1790640369871896,1.985840517110212,3.425344142349477,3.1354194735378487,2.931944339894059
73,0.95,0.5,0.9025,0.6265299217783871,1.0,0.5519705782178699,-1.9521380488303874,13.050548741973229,0.38889885144628633,0.6043105263257492,1.5147891929002504,2.6986805503124818,3.4260594594197804
74,0.95,0.5,0.9025,0.4211381081799695,1.0,0.39596346091456686,2.59250924228973,9.05954725230099,0.9880490685501057,0.8025460216049495,1.3519995447179032,3.8296099929682366,3.4207316097070417
75,0.95,0.5,0.9025,0.7103938931223562,1.0,0.7180360167136687,-3.4775321527033536,15.069224186739078,1.0687984004159643,1.0765167385441756,2.010481789066051,1.999231723470852,2.49066465033318
76,0.95,0.5,0.9025,0.8186535459167786,1.0,0.8352879310783752,5.85026318046719,17.071925900565986,2.6700086684266924,1.8110274649123712,2.6427145299853367,2.837044860895655,2.7036657688567884
77,0.95,0.5,0.9025,0.4874629937975844,0.583686704648887,0.5825113917072361,10.083336024383659,10.083336024383659,13.429152977999236,3.121431962081546,8.76741606793834,4.025958296000295,3.618190354472325
78,0.95,0.5,0.9025,0.7346324334485371,1.0,0.7186537325167994,3.725077486199619,15.834706201091116,1.167091734080178,1.1531477180306111,1.5384558443239476,5.713106769843826,5.372822892836888
79,0.95,0.5,0.9025,0.9531708583370969,1.0,0.9578246373781203,8.063818384155903,17.657955657328824,4.904394930521899,2.496263179155884,7.209305303020207,2.9825032613817397,2.505607745884494
80,0.95,0.5,0.9025,0.6319124423533298,1.0,0.6195066616185785,4.905900467964799,13.349239970511922,2.401183257718035,1.518687316029634,1.6402726836698434,4.23237359180038,4.101357992240946
81,0.95,0.5,0.9025,0.6755773030643255,1.0,0.6473618655907741,-1.2337829629106536,13.584664364189333,0.14923579581954075,0.3819340707666624,0.602212223949332,3.642837709673359,4.06956662923441
82,0.95,0.5,0.9025,0.8508222863753941,1.0,0.859693864028529,2.873855142398458,16.366420482482173,0.6720791514150454,0.8896404200139985,-1.6940974750409359,5.1694327785892495,5.818032216221239
83,0.95,0.5,0.9025,0.8371487386817045,1.0,0.8243320511300323,3.694469766808261,16.24533293293422,1.1189740076817296,1.1436726878061325,0.26190238575121005,2.6986805503124818,2.8497607267506773
84,0.95,0.5,0.9025,0.7297074858127183,1.0,0.7659683726500187,9.930768103371014,14.936574676103843,8.793444922898278,3.074202515013078,5.337584956756104,3.8296099929682357,3.7563652197345365
85,0.95,0.5,0.9025,0.8022206843327954,1.0,0.8110499572606965,7.4392064340400115,15.064425142087895,4.892660011604497,2.3029061691073167,-0.022332483316680918,1.999231723470852,2.43860486397569
86,0.95,0.5,0.9025,0.7989688682609519,1.0,0.7928089978873638,3.1495500476245226,15.680522865055119,0.8425212599844862,0.9749854771334534,-1.1693019545544616,4.677496208089153,5.14567629357077
87,0.95,0.5,0.9025,0.8568425255263994,1.0,0.8629637591962852,2.5821878001278225,16.210499658516078,0.5478020200359165,0.7993508806931476,-0.22311239481992717,2.4418671412486086,2.7097880586799437
88,0.95,0.5,0.9025,0.819982807441472,1.0,0.8418112222277803,4.7004906635944295,17.454744576213308,1.6858435620643382,1.4550999549483312,2.4894714815271426,2.1017345258429305,1.8721361406628312
89,0.95,0.5,0.9025,0.7960603338681284,1.0,0.7887190840588733,0.4370558337637883,15.346206775878057,0.01657742906946352,0.1352964976497326,0.03559654620007518,2.9825032613817397,2.95275827640062
90,0.95,0.5,0.9025,0.7230900606352674,1.0,0.6919422302376897,3.0453951855478167,13.336599532036985,0.9261612023923215,0.942742942053175,-0.11966285751759786,4.23237359180038,4.385852299634362
91,0.95,0.5,0.9025,0.8064131944632991,1.0,0.8145492189590097,0.5058025141969761,16.906937512216235,0.020153078704250493,0.15657795500394936,-0.11715100932569109,3.642837709673359,3.896430334107678
92,0.95,0.5,0.9025,0.6444816771511497,1.0,0.6387932474426464,-4.428985634188143,13.502911240201804,1.9347529222221245,1.3710519301076165,-0.30972022716929215,3.1354194735378487,2.8763894306444797
93,0.95,0.5,0.9025,0.8138346974950306,1.0,0.7755120257790795,5.572730152818907,16.771624281682357,2.4660693402258556,1.7251133923336421,3.1330444637752324,2.6986805503124818,2.4484375259377256
94,0.95,0.5,0.9025,0.8182726799906676,1.0,0.8232056124624827,9.266171663288395,17.38020112213097,6.579460233482309,2.8684677695932157,6.464397988750545,3.8296099929682366,3.564366641706997
95,0.95,0.5,0.9025,0.5989443186148057,1.0,0.59970865584878,-1.1450955502950508,12.770537418548406,0.1367472688082317,0.3544796922055177,0.013201515961959696,3.2961758675448705,3.2679138242097974
96,0.95,0.5,0.9025,0.6956099132664597,1.0,0.6900397512196327,4.344473370226633,14.12041040961533,1.780210426519693,1.3448900248334685,2.238419825747863,2.837044860895655,2.568008100960423
97,0.95,0.5,0.9025,0.7914222353716317,1.0,0.7785358107605322,9.721792436716512,16.248308420497366,7.746917229439492,3.009511293415856,6.394644389237159,2.4418671412486086,2.3077121325305967
98,0.95,0.5,0.9025,0.8370280896057819,1.0,0.8208278777107494,0.5720671514446465,17.3867669834546,0.0250679932483584,0.17709106258664153,-0.07329668934535098,3.465174418122088,3.6273371544823214
99,0.95,0.5,0.9025,0.5662023522108314,1.0,0.5307522759746505,-3.0678927532327096,11.372877010103407,1.1021847188632967,0.9497073659968875,-0.09228894586522562,2.9825032613817397,2.8361835513542624
0,0.95,1.0,0.9025,0.4566242143416268,0.7452645177591906,0.5073837651044302,8.891276753045664,8.891276753045664,11.841548808612375,2.7524140198794766,-0.038420721480103115,2.5670643467850125,3.0489406217061337
