seed,beta,reluctance,K,r_i,volume_share,willing_clear_frac,residual_risk,sum_Dk2,clearing_spread_pct,dealer_pnl,spot_I,spot_S0
59,0.2,0.0,1,0.04000000000000001,0.6436776607948351,0.6436776607948351,4.015856919748444,17.09190927712844,15.11264955494126,9.217321044191234,2.9825032613817397,3.1955839037798413
60,0.2,0.0,1,0.04000000000000001,1.0,1.0,0.4418348389509411,0.20689692282921576,0.14354991334663003,0.5173481241700634,2.5670643467850125,2.468783460671139
61,0.2,0.0,1,0.04000000000000001,0.06138351070501452,0.06138351070501452,1.207564619200443,1.5454497084187402,16.301907958327774,0.9510162099206728,2.209492759274241,3.141553520141147
62,0.2,0.0,1,0.04000000000000001,0.913708121498821,0.913708121498821,3.036939020586171,9.774763542063305,6.735819448362117,4.448827780698252,3.1354194735378487,3.45321296722093
63,0.2,0.0,1,0.04000000000000001,0.856563041048768,0.856563041048768,3.4619127659599314,12.701831798322024,8.783873994302203,10.1040362503466,1.6368324945346824,2.051861976134476
64,0.2,0.0,1,0.04000000000000001,0.9247305144329452,0.9247305144329452,2.8346418380067795,8.515899011187347,5.906788962960124,4.864960230923675,2.322775875477118,3.6330864883404486
65,0.2,0.0,1,0.04000000000000001,0.9642743894280162,0.9642743894280162,3.137596626619458,10.433459527312246,6.689582752039762,7.453003234710838,3.2961758675448705,4.320886770258326
66,0.2,0.0,1,0.04000000000000001,1.0,1.0,0.7365958602119737,0.5750328618436361,0.3539989805259288,-0.7749689949536867,4.677496208089153,2.4339370980409973
67,0.2,0.0,1,0.04000000000000001,0.2229211773985276,0.2229211773985276,2.3616963242801603,5.911289434660955,16.306308532843932,2.8069121680407125,2.4418671412486086,3.359085471929108
68,0.2,0.0,1,0.04000000000000001,0.3675668681230583,0.3675668681230583,2.3489099327023317,5.847454425960663,10.713161663657287,2.822372722877398,3.465174418122088,3.5975302414750985
69,0.2,0.0,1,0.04000000000000001,1.0,1.0,2.094629957681799,4.649954872153293,2.84451395512494,1.8890022260460513,2.9825032613817397,3.3333420680115764
70,0.2,0.0,1,0.04000000000000001,1.0,1.0,2.59343833284082,7.128299989402607,4.418952604978733,1.6800135363240187,4.23237359180038,3.0942903385917573
